index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Production
348,10-11-2017,Eastern,454.86,406.17,,,36.75,37.09,491.61
349,10-11-2017,NorthEastern,29.11,32.1,,,12.92,15.26,42.03
350,11-11-2017,Northern,596.06,605.75,21.3,36.96,117.5,117.29,734.86
351,11-11-2017,Western,1099.82,1193.72,25.17,16.87,45.87,25.26,1170.86
352,11-11-2017,Southern,607.08,561.02,47.83,55.44,72.56,63.44,727.47
353,11-11-2017,Eastern,454.86,416.83,,,36.75,35.11,491.61
354,11-11-2017,NorthEastern,29.11,32.08,,,12.92,15.83,42.03
355,12-11-2017,Northern,593.56,566.41,21.3,36.93,117.5,112.02,732.36
356,12-11-2017,Western,1099.82,1167.47,25.17,16.86,45.87,19.38,1170.86
357,12-11-2017,Southern,607.08,547.24,47.83,55.69,72.56,35.6,727.47
358,12-11-2017,Eastern,454.86,416.21,,,36.75,34.09,491.61
359,12-11-2017,NorthEastern,29.11,30.1,,,12.92,15.14,42.03
360,13-11-2017,Northern,582.56,589.98,21.3,37.01,117.5,113.11,721.36
361,13-11-2017,Western,1099.82,1174.5,25.17,16.85,45.87,29.17,1170.86
362,13-11-2017,Southern,607.08,575.82,47.83,55.56,72.56,57.2,727.47
363,13-11-2017,Eastern,454.86,420.78,,,36.75,38.26,491.61
364,13-11-2017,NorthEastern,29.11,28.7,,,12.92,15.69,42.03
365,14-11-2017,Northern,579.64,608.03,21.3,36.96,117.5,108.93,718.44
366,14-11-2017,Western,1099.82,1179.94,25.17,16.84,45.87,29.15,1170.86
367,14-11-2017,Southern,611.55,601.88,47.83,55.6,72.56,67.54,731.94
368,14-11-2017,Eastern,454.86,419.03,,,36.75,38.7,491.61
369,14-11-2017,NorthEastern,29.11,30.15,,,12.92,16.16,42.03
370,15-11-2017,Northern,568,599.13,21.3,36.88,117.5,111.28,706.8
371,15-11-2017,Western,1098.68,1172.71,25.17,16.86,45.87,24.25,1169.72
372,15-11-2017,Southern,611.55,599.82,47.83,55.54,72.56,56.87,731.94
373,15-11-2017,Eastern,475.92,407.92,,,36.75,37.27,512.67
374,15-11-2017,NorthEastern,29.11,31.16,,,12.92,15.63,42.03
375,16-11-2017,Northern,574.07,592.14,21.3,36.9,117.5,110.98,712.87
376,16-11-2017,Western,1098.68,1173.19,25.17,16.95,45.87,25.5,1169.72
377,16-11-2017,Southern,609.54,590.86,47.83,55.53,72.56,63.02,729.93
378,16-11-2017,Eastern,479.32,402.75,,,36.75,34.88,516.07
379,16-11-2017,NorthEastern,29.11,31.84,,,12.92,15.83,42.03
380,17-11-2017,Northern,574.07,598.33,21.3,36.93,117.5,111.15,712.87
381,17-11-2017,Western,1093.3,1177.58,25.17,16.93,45.87,18.75,1164.34
382,17-11-2017,Southern,609.54,599.42,47.83,55.49,72.56,67.7,729.93
383,17-11-2017,Eastern,479.32,396.23,,,36.75,39.57,516.07
384,17-11-2017,NorthEastern,29.11,32.61,,,12.92,15.64,42.03
385,18-11-2017,Northern,574.07,586.46,21.3,37.13,117.5,112.45,712.87
386,18-11-2017,Western,1095.61,1176.45,25.17,16.91,45.87,18.78,1166.65
387,18-11-2017,Southern,609.54,595.39,47.83,55.35,72.56,61.42,729.93
388,18-11-2017,Eastern,474.02,399.44,,,36.75,36.53,510.77
389,18-11-2017,NorthEastern,29.11,31.69,,,12.92,15.34,42.03
390,19-11-2017,Northern,574.07,567.48,21.3,37.09,117.5,115.84,712.87
391,19-11-2017,Western,1133.28,1138.78,25.17,16.89,45.87,21.81,1204.32
392,19-11-2017,Southern,609.54,575.62,47.83,55.29,72.56,43.54,729.93
393,19-11-2017,Eastern,474.02,408.93,,,36.75,28.96,510.77
394,19-11-2017,NorthEastern,29.11,32.41,,,12.92,15.5,42.03
395,20-11-2017,Northern,584.12,585.78,21.3,37.2,117.5,110.1,722.92
396,20-11-2017,Western,1100.91,1154.1,25.17,16.88,45.87,21.09,1171.95
397,20-11-2017,Southern,598.75,573.96,47.83,54.49,72.56,55.53,719.14
398,20-11-2017,Eastern,474.02,420.4,,,36.75,32.16,510.77
399,20-11-2017,NorthEastern,29.11,32.42,,,12.92,15.28,42.03
400,21-11-2017,Northern,584.12,594.4,21.3,37.31,117.5,105.64,722.92
401,21-11-2017,Western,1100.91,1174.37,25.17,29.78,45.87,21.12,1171.95
402,21-11-2017,Southern,598.75,583.45,47.83,61.76,72.56,48.78,719.14
403,21-11-2017,Eastern,473.52,410.35,,,36.75,30.49,510.27
404,21-11-2017,NorthEastern,29.11,32.62,,,12.92,14.83,42.03
405,22-11-2017,Northern,581.44,597.21,21.3,37.26,117.5,104.61,720.24
406,22-11-2017,Western,1100.91,1169.4,25.17,29.81,45.87,20.34,1171.95
407,22-11-2017,Southern,598.75,590.17,47.83,69.36,72.56,51.21,719.14
408,22-11-2017,Eastern,466.65,420.88,,,36.75,29.41,503.4
409,22-11-2017,NorthEastern,29.11,28.91,,,12.92,16.18,42.03
410,23-11-2017,Northern,599.94,604.12,21.3,37.3,117.5,101.82,738.74
411,23-11-2017,Western,1100.91,1170.22,25.17,29.82,45.87,18.03,1171.95
412,23-11-2017,Southern,598.75,581.31,47.83,69.64,72.56,52.3,719.14
413,23-11-2017,Eastern,466.65,435.01,,,36.75,27.27,503.4
414,23-11-2017,NorthEastern,29.11,29.42,,,12.92,14.8,42.03
415,24-11-2017,Northern,599.94,588.53,21.3,37.36,117.5,101.16,738.74
416,24-11-2017,Western,1100.91,1183.26,25.17,29.82,45.87,17.53,1171.95
417,24-11-2017,Southern,598.75,601.36,47.83,72.08,72.56,60.38,719.14
418,24-11-2017,Eastern,466.65,450.88,,,36.75,26.97,503.4
419,24-11-2017,NorthEastern,29.11,29.45,,,12.92,15.56,42.03
420,25-11-2017,Northern,599.29,589.85,21.3,37.29,117.5,102.87,738.09
421,25-11-2017,Western,1100.91,1169.33,25.17,29.82,45.87,17.92,1171.95
422,25-11-2017,Southern,598.75,586.54,47.83,69.69,72.56,52.11,719.14
423,25-11-2017,Eastern,471.95,433.39,,,36.75,27.75,508.7
424,25-11-2017,NorthEastern,29.11,29.07,,,12.92,14.54,42.03
425,26-11-2017,Northern,601.84,568.87,21.3,37.29,117.5,102.31,740.64
426,26-11-2017,Western,1095.47,1136.79,25.17,29.81,45.87,13.98,1166.51
427,26-11-2017,Southern,598.75,557,47.83,61.67,72.56,39.48,719.14
428,26-11-2017,Eastern,477.75,430.58,,,36.75,23.19,514.5
429,26-11-2017,NorthEastern,29.11,29.87,,,12.92,14.56,42.03
430,27-11-2017,Northern,612.19,571.62,21.3,37.18,117.5,108.48,750.99
431,27-11-2017,Western,1103.72,1175.93,25.17,29.8,45.87,25.8,1174.76
432,27-11-2017,Southern,594.56,561.35,47.83,57.26,72.56,59.5,714.95
433,27-11-2017,Eastern,482.25,440.76,,,36.75,31.02,519
434,27-11-2017,NorthEastern,29.11,31.88,,,12.92,14.46,42.03
435,28-11-2017,Northern,614.85,594.04,21.3,37.16,117.5,104.92,753.65
436,28-11-2017,Western,1103.72,1174.72,25.17,29.86,45.87,35.41,1174.76
437,28-11-2017,Southern,594.56,573.29,47.83,58.01,72.56,55.69,714.95
438,28-11-2017,Eastern,482.25,444.28,,,36.75,31.54,519
439,28-11-2017,NorthEastern,29.11,30.47,,,12.92,14.57,42.03
440,29-11-2017,Northern,615.5,592.63,21.3,37.14,117.5,107.18,754.3
441,29-11-2017,Western,1103.72,1157.82,25.17,29.85,45.87,36.74,1174.76
442,29-11-2017,Southern,594.56,551.64,47.83,61.77,72.56,45.3,714.95
443,29-11-2017,Eastern,482.25,453.69,,,36.75,28.83,519
444,29-11-2017,NorthEastern,29.11,29.75,,,12.92,14.15,42.03
445,30-11-2017,Northern,618.83,598.02,21.3,37.15,117.5,106.8,757.63
446,30-11-2017,Western,1103.72,1159.77,25.17,29.9,45.87,19.92,1174.76
447,30-11-2017,Southern,594.56,501.06,47.83,53.91,72.56,42.39,714.95
448,30-11-2017,Eastern,482.25,456.64,,,36.75,27.96,519
449,30-11-2017,NorthEastern,29.11,28.22,,,12.92,14.01,42.03
450,01-12-2017,Northern,607.52,597.34,24.7,37.14,105.23,105.2,737.45
451,01-12-2017,Western,1056.13,1139.89,25.16,29.89,42.27,22.09,1123.56
452,01-12-2017,Southern,595.72,481.08,26.15,63.42,69.72,40.72,691.59
453,01-12-2017,Eastern,472.6,445.17,,,22.6,27.49,495.2
454,01-12-2017,NorthEastern,29.14,27.3,,,12.11,13.4,41.25
455,02-12-2017,Northern,607.5,602.44,24.7,36.3,105.23,109.52,737.43
456,02-12-2017,Western,1067.74,1130.34,25.16,29.87,42.27,20.27,1135.17
457,02-12-2017,Southern,605.43,486.72,26.15,63.95,69.72,48.33,701.3
458,02-12-2017,Eastern,472.6,440.62,,,22.6,26.14,495.2
459,02-12-2017,NorthEastern,29.14,27.27,,,12.11,13.71,41.25
460,03-12-2017,Northern,607.5,577.35,24.7,37.2,105.23,105.76,737.43
461,03-12-2017,Western,1067.74,1106.24,25.16,29.86,42.27,19.6,1135.17
462,03-12-2017,Southern,609.5,460.29,26.15,64.19,69.72,40.77,705.37
463,03-12-2017,Eastern,470.05,437.17,,,22.6,22.66,492.65
464,03-12-2017,NorthEastern,29.14,27.26,,,12.11,13.43,41.25
465,04-12-2017,Northern,620.86,589.21,24.7,37.25,105.23,107.08,750.79
466,04-12-2017,Western,1067.74,1116.18,25.16,29.84,42.27,19.57,1135.17
467,04-12-2017,Southern,609.5,491.26,26.15,70.69,69.72,55.65,705.37
468,04-12-2017,Eastern,470.05,438.04,,,22.6,26.99,492.65
469,04-12-2017,NorthEastern,29.14,32.44,,,12.11,12.18,41.25
470,05-12-2017,Northern,620.86,570.21,24.7,37.57,105.23,107.37,750.79
471,05-12-2017,Western,1069.81,1046.71,25.16,29.8,42.27,20.17,1137.24
472,05-12-2017,Southern,597.93,508.78,26.15,74.08,69.72,54.26,693.8
473,05-12-2017,Eastern,470.05,434.27,,,22.6,27.45,492.65
474,05-12-2017,NorthEastern,29.14,33.02,,,12.11,12.73,41.25
475,06-12-2017,Northern,633.15,562.75,24.7,37.32,105.23,106.81,763.08
476,06-12-2017,Western,1070.96,1075.48,25.16,28.45,42.27,21.11,1138.39
477,06-12-2017,Southern,599.39,530.32,26.15,73.91,69.72,57.7,695.26
478,06-12-2017,Eastern,474.7,442.18,,,22.6,23.15,497.3
479,06-12-2017,NorthEastern,29.14,29.4,,,12.11,12.7,41.25
480,07-12-2017,Northern,633.15,573.74,24.7,37.08,105.23,105.97,763.08
481,07-12-2017,Western,1070.96,1111.76,25.16,29.15,42.27,20.05,1138.39
482,07-12-2017,Southern,599.39,535.5,26.15,74.66,69.72,62.09,695.26
483,07-12-2017,Eastern,474.7,442.56,,,22.6,22.6,497.3
484,07-12-2017,NorthEastern,29.14,32.1,,,12.11,12.67,41.25
485,08-12-2017,Northern,633.15,587.37,24.7,37.39,105.23,107.21,763.08
486,08-12-2017,Western,1070.96,1159.01,25.16,29.67,42.27,16.7,1138.39
487,08-12-2017,Southern,599.39,522.69,26.15,74.77,69.72,65.36,695.26
488,08-12-2017,Eastern,474.7,443.99,,,22.6,23.3,497.3
489,08-12-2017,NorthEastern,29.14,32.83,,,12.11,12.76,41.25
490,09-12-2017,Northern,633.15,594.68,24.7,37.34,105.23,108.66,763.08
491,09-12-2017,Western,1070.96,1153.35,25.16,29.76,42.27,23.89,1138.39
492,09-12-2017,Southern,594.99,521.21,26.15,74.68,69.72,65.27,690.86
493,09-12-2017,Eastern,474.7,447.16,,,22.6,23.99,497.3
494,09-12-2017,NorthEastern,29.14,32.78,,,12.11,13.26,41.25
495,10-12-2017,Northern,623.9,577.47,24.7,37.39,105.23,107.53,753.83
496,10-12-2017,Western,1073.05,1123.38,25.16,29.86,42.27,18.8,1140.48
497,10-12-2017,Southern,594.99,527.21,26.15,57.05,69.72,47.57,690.86
498,10-12-2017,Eastern,474.7,443.27,,,22.6,22.83,497.3
499,10-12-2017,NorthEastern,29.14,32.96,,,12.11,13.35,41.25
500,11-12-2017,Northern,623.9,583.99,30.6,37.27,105.23,105.93,759.73
501,11-12-2017,Western,1073.05,1123.08,25.16,29.9,42.27,26.25,1140.48
502,11-12-2017,Southern,599.23,544.25,26.15,47.7,69.72,75.24,695.1
503,11-12-2017,Eastern,474.7,441.27,,,22.6,26.95,497.3
504,11-12-2017,NorthEastern,29.14,32.31,,,12.11,13.03,41.25
505,12-12-2017,Northern,623.9,546.3,30.6,37.36,105.23,115.39,759.73
506,12-12-2017,Western,1070.76,1151.5,25.16,29.75,42.27,21.73,1138.19
507,12-12-2017,Southern,598.32,540.84,26.15,48.46,69.72,88.72,694.19
508,12-12-2017,Eastern,469.41,442.41,,,22.6,26.29,492.01
509,12-12-2017,NorthEastern,29.14,33.8,,,12.11,12.68,41.25
510,13-12-2017,Northern,634.95,598.09,30.6,37.49,105.23,118.86,770.78
511,13-12-2017,Western,1070.76,1186.99,25.16,29.84,42.27,21.05,1138.19
512,13-12-2017,Southern,598.32,570.43,26.15,48.48,69.72,78.52,694.19
513,13-12-2017,Eastern,469.41,442.93,,,22.6,27.01,492.01
514,13-12-2017,NorthEastern,29.14,35.15,,,12.11,12.99,41.25
515,14-12-2017,Northern,636.29,602.29,30.6,37.44,105.23,112.38,772.12
516,14-12-2017,Western,1079.98,1151.45,25.16,29.97,42.27,23.42,1147.41
517,14-12-2017,Southern,598.32,568.07,26.15,48.68,69.72,67.08,694.19
518,14-12-2017,Eastern,469.41,437.12,,,22.6,24.16,492.01
519,14-12-2017,NorthEastern,29.14,33.88,,,12.11,13.06,41.25
520,15-12-2017,Northern,624.65,630.2,30.6,37.53,105.23,113.07,760.48
521,15-12-2017,Western,1079.98,1128.08,25.16,29.97,42.27,22.06,1147.41
522,15-12-2017,Southern,598.32,556.5,26.15,48.7,69.72,58.85,694.19
523,15-12-2017,Eastern,465.98,439.79,,,22.6,25.25,488.58
524,15-12-2017,NorthEastern,29.14,33.5,,,12.11,13.44,41.25
525,16-12-2017,Northern,625.32,627.48,30.6,37.65,105.23,112.36,761.15
526,16-12-2017,Western,1079.98,1096.61,25.16,29.96,42.27,17.93,1147.41
527,16-12-2017,Southern,614.83,514.25,45.4,48.7,69.72,47.88,729.95
528,16-12-2017,Eastern,465.98,437.33,,,22.6,21.17,488.58
529,16-12-2017,NorthEastern,29.14,32.58,,,12.11,12.78,41.25
530,17-12-2017,Northern,625.32,613.2,30.6,37.71,105.23,106.82,761.15
531,17-12-2017,Western,1079.98,1097.81,25.16,29.91,42.27,13.36,1147.41
532,17-12-2017,Southern,614.83,475.08,45.4,48.77,69.72,38.28,729.95
533,17-12-2017,Eastern,461.9,438.66,,,22.6,19.21,484.5
534,17-12-2017,NorthEastern,29.14,27.01,,,12.11,13.02,41.25
535,18-12-2017,Northern,625.32,614.91,30.6,37.49,105.23,112.15,761.15
536,18-12-2017,Western,1079.98,1133.85,25.16,29.9,42.27,20.96,1147.41
537,18-12-2017,Southern,615.76,525.67,45.4,48.77,69.72,55.63,730.88
538,18-12-2017,Eastern,464.4,447.33,,,22.6,22.61,487
539,18-12-2017,NorthEastern,29.14,30.84,,,12.11,12.23,41.25
540,19-12-2017,Northern,625.32,640.52,30.6,32.04,105.23,110.88,761.15
541,19-12-2017,Western,1079.98,1130.2,25.16,29.9,42.27,22.79,1147.41
542,19-12-2017,Southern,615.76,533.09,45.4,47.67,69.72,53.58,730.88
543,19-12-2017,Eastern,464.19,454.5,,,22.6,22.73,486.79
544,19-12-2017,NorthEastern,29.14,32.01,,,12.11,12.31,41.25
545,20-12-2017,Northern,625.32,643.44,30.6,32.13,105.23,113.97,761.15
546,20-12-2017,Western,1074.69,1164.43,25.16,29.89,42.27,18.14,1142.12
547,20-12-2017,Southern,623.26,541.79,45.4,47.84,69.72,62.22,738.38
548,20-12-2017,Eastern,464.19,454.44,,,22.6,23.61,486.79
549,20-12-2017,NorthEastern,29.14,30.19,,,12.11,12.34,41.25
550,21-12-2017,Northern,625.32,637.23,30.6,31.98,105.23,112.7,761.15
551,21-12-2017,Western,1080.14,1165.67,25.16,29.88,42.27,18.88,1147.57
552,21-12-2017,Southern,627.22,545.99,45.4,47.81,69.72,58.55,742.34
553,21-12-2017,Eastern,464.19,451.96,,,22.6,23.94,486.79
554,21-12-2017,NorthEastern,29.14,30.24,,,12.11,11.49,41.25
555,22-12-2017,Northern,627.92,641.87,30.6,31.97,105.23,113.39,763.75
556,22-12-2017,Western,1082.43,1187.66,25.16,29.86,42.27,17.34,1149.86
557,22-12-2017,Southern,627.22,540.52,45.4,48.43,69.72,60.99,742.34
558,22-12-2017,Eastern,464.19,453.63,,,22.6,24.72,486.79
559,22-12-2017,NorthEastern,29.14,29.98,,,12.11,11.51,41.25
560,23-12-2017,Northern,627.92,627.57,30.6,32.02,105.23,116.47,763.75
561,23-12-2017,Western,1082.43,1205.77,25.16,29.86,42.27,20.1,1149.86
562,23-12-2017,Southern,627.22,520.38,45.4,63.13,69.72,54.58,742.34
563,23-12-2017,Eastern,466.74,454.66,,,22.6,26.85,489.34
564,23-12-2017,NorthEastern,29.14,30.12,,,12.11,11.57,41.25
565,24-12-2017,Northern,627.92,612.07,30.6,32.14,105.23,112.27,763.75
566,24-12-2017,Western,1082.43,1193.93,25.16,29.9,42.27,17.62,1149.86
567,24-12-2017,Southern,627.22,488.45,45.4,69.59,69.72,41.18,742.34
568,24-12-2017,Eastern,462.04,450.14,,,22.6,25.19,484.64
569,24-12-2017,NorthEastern,29.14,29.35,,,12.11,11.57,41.25
570,25-12-2017,Northern,627.92,622.44,30.6,32.1,105.23,111.82,763.75
571,25-12-2017,Western,1082.43,1190.83,25.16,29.84,42.27,16.84,1149.86
572,25-12-2017,Southern,627.22,517.09,45.4,70.34,69.72,46.13,742.34
573,25-12-2017,Eastern,462.04,449.95,,,22.6,25.15,484.64
574,25-12-2017,NorthEastern,29.14,34.54,,,12.11,10.69,41.25
575,26-12-2017,Northern,630.59,651.47,30.6,32.05,105.23,117.61,766.42
576,26-12-2017,Western,1095.43,1199.41,25.16,27.73,42.27,20.01,1162.86
577,26-12-2017,Southern,627.22,537.83,45.4,70.36,69.72,52.87,742.34
578,26-12-2017,Eastern,471.71,456.19,,,22.6,22.99,494.31
579,26-12-2017,NorthEastern,29.14,33,,,12.11,10.97,41.25
580,27-12-2017,Northern,628.09,656.3,30.6,32.02,105.23,115.4,763.92
581,27-12-2017,Western,1108.92,1209.83,25.16,26.06,42.27,18.35,1176.35
582,27-12-2017,Southern,627.22,513.31,45.4,71.27,69.72,47.84,742.34
583,27-12-2017,Eastern,471.71,465.62,,,22.6,23.07,494.31
584,27-12-2017,NorthEastern,29.14,28.46,,,12.11,10.57,41.25
585,28-12-2017,Northern,630.77,644.03,30.6,31.99,105.23,113.79,766.6
586,28-12-2017,Western,1114.67,1201.15,25.16,26.19,42.27,17.57,1182.1
587,28-12-2017,Southern,627.22,538.66,45.4,71.41,69.72,47.96,742.34
588,28-12-2017,Eastern,471.71,459.73,,,22.6,22.53,494.31
589,28-12-2017,NorthEastern,29.14,30.83,,,12.11,9.83,41.25
590,29-12-2017,Northern,630.77,631.3,30.6,31.97,105.23,114.63,766.6
591,29-12-2017,Western,1114.67,1206.22,25.16,26.19,42.27,20.34,1182.1
592,29-12-2017,Southern,627.22,550.12,45.4,71.44,69.72,49.3,742.34
593,29-12-2017,Eastern,471.71,460.81,,,22.6,23.64,494.31
594,29-12-2017,NorthEastern,29.14,31.17,,,12.11,9.62,41.25
595,30-12-2017,Northern,630.77,631.8,30.6,32.01,105.23,113.63,766.6
596,30-12-2017,Western,1114.67,1186.15,25.16,26.21,42.27,18.51,1182.1
597,30-12-2017,Southern,631.62,562.95,45.4,71.36,69.72,51.6,746.74
598,30-12-2017,Eastern,471.71,450,,,22.6,25.34,494.31
599,30-12-2017,NorthEastern,29.14,35.21,,,12.11,8.76,41.25
600,31-12-2017,Northern,633.37,626.54,30.6,32.52,105.23,108.8,769.2
601,31-12-2017,Western,1114.67,1161.67,25.16,26.14,42.27,16.3,1182.1
602,31-12-2017,Southern,631.62,541.31,45.4,71.35,69.72,39.09,746.74
603,31-12-2017,Eastern,474.71,446.42,,,22.6,22.85,497.31
604,31-12-2017,NorthEastern,29.14,35.71,,,12.11,9.17,41.25
605,01-01-2018,Northern,626.6,625.16,30.31,32.09,96.18,110,753.09
606,01-01-2018,Western,1127.88,1152.31,25.19,26.14,41.22,19.88,1194.29
607,01-01-2018,Southern,638.77,556.72,45.38,72.8,70.04,42.45,754.19
608,01-01-2018,Eastern,478.58,435.94,,,21.76,21.87,500.34
609,01-01-2018,NorthEastern,31.88,35.76,,,11.28,8.56,43.16
610,02-01-2018,Northern,624,621.78,30.31,32.07,96.18,113.94,750.49
611,02-01-2018,Western,1127.88,1194.53,25.19,26.14,41.22,18.46,1194.29
612,02-01-2018,Southern,635.44,569.41,45.38,76.08,70.04,51.42,750.86
613,02-01-2018,Eastern,476.31,454.95,,,21.76,19.36,498.07
614,02-01-2018,NorthEastern,31.88,36.26,,,11.28,8.66,43.16
615,03-01-2018,Northern,624,637.94,30.31,32.09,96.18,113.87,750.49
616,03-01-2018,Western,1127.88,1202.38,25.19,26.14,41.22,23.3,1194.29
617,03-01-2018,Southern,635.44,580.01,45.38,76.17,70.04,49.04,750.86
618,03-01-2018,Eastern,476.31,465.11,,,21.76,18.29,498.07
619,03-01-2018,NorthEastern,31.88,36.06,,,11.28,8.17,43.16
620,04-01-2018,Northern,626.5,636.89,30.31,31.66,96.18,111.65,752.99
621,04-01-2018,Western,1127.88,1228.55,25.19,26.14,41.22,25.78,1194.29
622,04-01-2018,Southern,635.44,577,45.38,75.21,70.04,51.68,750.86
623,04-01-2018,Eastern,476.31,470.32,,,21.76,21.19,498.07
624,04-01-2018,NorthEastern,31.88,35.25,,,11.28,8.34,43.16
625,05-01-2018,Northern,629.13,641.63,30.31,32.18,96.18,110.03,755.62
626,05-01-2018,Western,1127.88,1248.63,25.19,26.2,41.22,25.89,1194.29
627,05-01-2018,Southern,635.44,583.69,45.38,76.49,70.04,47.2,750.86
628,05-01-2018,Eastern,476.31,469.49,,,21.76,24.36,498.07
629,05-01-2018,NorthEastern,31.88,30.75,,,11.28,8.43,43.16
630,06-01-2018,Northern,629.13,635.57,30.31,32.17,96.18,109.72,755.62
631,06-01-2018,Western,1117.67,1229.47,25.19,26.18,41.22,29.69,1184.08
632,06-01-2018,Southern,636.9,592.77,45.38,76.64,70.04,52.58,752.32
633,06-01-2018,Eastern,480.54,448.04,,,21.76,23.1,502.3
634,06-01-2018,NorthEastern,31.88,30.47,,,11.28,8.33,43.16
635,07-01-2018,Northern,629.13,626.33,30.31,32.23,96.18,108.45,755.62
636,07-01-2018,Western,1114.84,1191.88,25.19,26.14,41.22,19.03,1181.25
637,07-01-2018,Southern,636.9,556.09,45.38,76.59,70.04,43.33,752.32
638,07-01-2018,Eastern,480.54,438.99,,,21.76,21.02,502.3
639,07-01-2018,NorthEastern,31.88,33.04,,,11.28,8.03,43.16
640,08-01-2018,Northern,626.22,653.82,30.31,32.2,96.18,108.83,752.71
641,08-01-2018,Western,1114.84,1211.4,25.19,26.13,41.22,21.75,1181.25
642,08-01-2018,Southern,636.9,565.57,45.38,72.19,70.04,47.98,752.32
643,08-01-2018,Eastern,480.54,451.27,,,21.76,21.11,502.3
644,08-01-2018,NorthEastern,31.88,33.83,,,11.28,8.84,43.16
645,09-01-2018,Northern,626.22,661.38,30.31,32.18,96.18,106.69,752.71
646,09-01-2018,Western,1114.84,1209.28,25.19,26.17,41.22,20.14,1181.25
647,09-01-2018,Southern,640.68,581.51,45.38,65.15,70.04,44.86,756.1
648,09-01-2018,Eastern,494.84,460.03,,,21.76,23,516.6
649,09-01-2018,NorthEastern,31.88,34.13,,,11.28,8.61,43.16
650,10-01-2018,Northern,626.22,664.85,30.31,32.05,96.18,106.63,752.71
651,10-01-2018,Western,1109.51,1222.02,25.19,26.17,41.22,23.52,1175.92
652,10-01-2018,Southern,636.85,574.2,45.38,65.06,70.04,46.91,752.27
653,10-01-2018,Eastern,494.84,463.6,,,21.76,19.18,516.6
654,10-01-2018,NorthEastern,31.88,34.24,,,11.28,8.28,43.16
655,11-01-2018,Northern,626.22,663.06,30.31,32.22,96.18,108.06,752.71
656,11-01-2018,Western,1115.41,1232.97,25.19,26.19,41.22,27.82,1181.82
657,11-01-2018,Southern,636.85,583.78,45.38,65.01,70.04,59.76,752.27
658,11-01-2018,Eastern,494.4,453.23,,,21.76,25.26,516.16
659,11-01-2018,NorthEastern,31.88,32.43,,,11.28,8.37,43.16
660,12-01-2018,Northern,626.22,678.76,30.31,32.29,96.18,107.38,752.71
661,12-01-2018,Western,1115.41,1239.85,25.19,26.1,41.22,29.04,1181.82
662,12-01-2018,Southern,636.85,588.67,45.38,65.91,70.04,66.23,752.27
663,12-01-2018,Eastern,494.4,456.59,,,21.76,25.64,516.16
664,12-01-2018,NorthEastern,31.88,32.81,,,11.28,8.15,43.16
665,13-01-2018,Northern,626.22,670.85,30.31,32.18,96.18,104.5,752.71
666,13-01-2018,Western,1125.62,1252.84,25.19,26.12,41.22,26.26,1192.03
667,13-01-2018,Southern,636.85,570.54,45.38,68.55,70.04,57.51,752.27
668,13-01-2018,Eastern,494.4,475.49,,,21.76,27.84,516.16
669,13-01-2018,NorthEastern,31.88,32.63,,,11.28,8.22,43.16
670,14-01-2018,Northern,626.22,631.14,30.31,32.17,96.18,101.56,752.71
671,14-01-2018,Western,1125.62,1177.9,25.19,26.12,41.22,27.64,1192.03
672,14-01-2018,Southern,636.85,497.81,45.38,70.92,70.04,43.51,752.27
673,14-01-2018,Eastern,494.4,460.84,,,21.76,24.24,516.16
674,14-01-2018,NorthEastern,31.88,32.51,,,11.28,8.04,43.16
675,15-01-2018,Northern,626.22,647.56,30.31,31.98,96.18,105.38,752.71
676,15-01-2018,Western,1125.62,1177.74,25.19,26.12,41.22,34.85,1192.03
677,15-01-2018,Southern,636.85,499.73,45.38,68.35,70.04,55.61,752.27
678,15-01-2018,Eastern,494.84,460.45,,,21.76,19.32,516.6
679,15-01-2018,NorthEastern,31.88,33.18,,,11.28,8.4,43.16
680,16-01-2018,Northern,623.55,644.93,30.31,32.13,96.18,105.54,750.04
681,16-01-2018,Western,1125.62,1231.37,25.19,26.12,41.22,32.11,1192.03
